DIRCON,NOMBRE_OPERADOR,OPERADOR,DANE DEPARTAMENTO,DEPARTAMENTO,DANE MUNICIPIO,MUNICIPIO,DANE CENTRO POBLADO,CENTRO POBLADO,ESTADO,COORDENADAS DE REFERENCIA LATITUD,COORDENADAS DE REFERENCIA LONGITUD,INICIO DE OPERACIÓN,FECHA FIN OPERACIÓN,FECHACORTE,VIGENCIA],N° USUARIOS ACTIVOS MES,TRAFICO MENSUAL (GB),VELOCIDAD SUBIDA (Mb),VELOCIDAD BAJADA (Mb),INVERSIÓN
74395,RED DE INGENIERIA S.A.S.,AUS851371,85,CASANARE,85410,TAURAMENA,85410000,VEREDA CUERNAVACA,DESCONECTADA,"4,89355000","-72,55074000",2021-01-19,2022-10-18,2022-10-30,2022-12-31,2,"41,13",4,9,"27007797,00"
72460,EMTEL,891502163-1,19,CAUCA,19418,LOPEZ,19418012,CORREGIMIENTO SAN ANTONIO DE CHUARE,DESCONECTADA,"2,86966000","-77,25233000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,2921,"404,73",49,10,"119630563,20"
71669,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318000,VEREDA NUCUBUCA,DESCONECTADA,"6,96750000","-72,79778000",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72562,EMTEL,891502163-1,0,PENDIENTE CLASIFICAR,00,PENDIENTE CLASIFICAR,Sin Definir,Sin Definir,DESCONECTADA,",00000000",",00000000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,4272,"214,11",25,10,"119630563,20"
71495,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41770,SUAZA,41770003,SAN CALIXTO,DESCONECTADA,"1,87583000","-75,87722000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72194,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41132,CAMPOALEGRE,41132004,RIO NEIVA,DESCONECTADA,"2,61611111","-75,35055556",2020-08-18,2022-02-17,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72597,EMTEL,891502163-1,97,VAUPES,97889,YAVARATE,97889001,PIRACUARA,DESCONECTADA,",66661000","-69,65790000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,3096,"182,77",38,10,"119630563,20"
72360,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76890,YOTOCO,76890008,PUENTETIERRA,DESCONECTADA,"3,87472222","-76,45972222",2020-08-08,2022-02-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72007,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20011,AGUACHICA,20011012,SANTA LUCIA,DESCONECTADA,"8,21083000","-73,63111000",2019-12-15,2021-09-14,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72204,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41306,GIGANTE,41306003,POTRERILLOS,DESCONECTADA,"2,46611111","-75,48694444",2020-08-19,2022-02-18,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71182,RED DE INGENIERIA S.A.S.,804012847-1,85,CASANARE,85010,AGUAZUL,85010001,CUPIAGUA,DESCONECTADA,"5,23639000","-72,64083000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1151,"230,26",44,9,"27692260,00"
71287,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20570,PUEBLO BELLO,20570003,CORREGIMIENTO NUEVO COLON,DESCONECTADA,"10,37528000","-73,77417000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72616,EMTEL,891502163-1,99,VICHADA,99524,LA PRIMAVERA,99524001,NUEVA ANTIOQUIA,DESCONECTADA,"6,09504000","-69,42270000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,8392,"328,54",49,10,"119630563,20"
71765,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70508,OVEJAS,70508006,DON GABRIEL,DESCONECTADA,"9,50139000","-75,15000000",2019-11-26,2021-08-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72223,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50573,PUERTO LOPEZ,50573014,ALTO MELUA,DESCONECTADA,"3,80527778","-72,72138889",2020-08-09,2022-02-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71210,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19364,JAMBALO,19364001,LA MARIA - EL TRAPICHE,DESCONECTADA,"2,91111000","-76,33917000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,989,"139,14",45,9,"27692260,00"
71658,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68255,EL PLAYON,68255001,BETANIA,DESCONECTADA,"7,55694000","-73,16250000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71734,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,DESCONECTADA,"6,93639000","-73,41417000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71905,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73678,SAN LUIS,73678000,SAN LUIS,DESCONECTADA,"4,02361111","-75,14888889",2019-11-30,2021-08-29,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72445,EMTEL,891502163-1,19,CAUCA,19137,CALDONO,19137007,PUEBLO NUEVO,DESCONECTADA,"2,73666700","-76,44117000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,575,"37,78",2,10,"119630563,20"
71464,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41396,LA PLATA,41396000,EL CARMELO,DESCONECTADA,"2,39397000","-75,82733000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71565,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52693,SAN PABLO,52693017,CHILCAL,DESCONECTADA,"1,67167000","-76,93944000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1547,"123,21",37,9,"27692260,00"
72118,RED DE INGENIERIA S.A.S.,804012847-1,17,CALDAS,17873,VILLAMARIA,17873019,RIO CLARO,DESCONECTADA,"4,99305556","-75,55222222",2020-08-13,2022-02-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72386,EMTEL,891502163-1,91,AMAZONAS,91001,LETICIA,91001010,KM 18,DESCONECTADA,"-4,07603900","-70,00189000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,4535,"287,50",49,10,"119630563,20"
72239,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52019,ALBAN,52019000,CGTO CHAPIURCO,DESCONECTADA,"1,50055556","-77,06861111",2020-08-07,2022-02-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72158,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23189,CIENAGA DE ORO,23189025,LAS PALMITAS,DESCONECTADA,"8,82611111","-75,65000000",2020-08-22,2022-02-21,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72538,EMTEL,891502163-1,44,LA GUAJIRA,44560,MANAURE,44560007,MAYAPO,DESCONECTADA,"11,64858000","-72,77905000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,8676,"610,45",98,10,"119630563,20"
71062,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13430,MAGANGUE,13430028,SITIO NUEVO,DESCONECTADA,"8,82472000","-74,47527000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,6506,"814,54",151,9,"27692260,00"
71769,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70523,PALMITO,70523000,CORREGIMIENTO SAN MARTIN DE LOBA,DESCONECTADA,"9,27333000","-75,53611000",2019-12-26,2021-09-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72274,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68077,BARBOSA,68077000,VDA BUENAVISTA,DESCONECTADA,"5,93222222","-73,64361111",2020-08-10,2022-02-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72027,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73861,VENADILLO,73861002,LA SIERRITA,DESCONECTADA,"4,77972000","-74,95944000",2019-11-28,2021-08-27,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71934,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76233,DAGUA,76233027,JUNTAS,DESCONECTADA,"3,77693000","-76,75957000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,3901,"850,70",181,9,"27692260,00"
71788,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73024,ALPUJARRA,73024002,EL CARMEN,DESCONECTADA,"3,30056000","-75,04639000",2019-12-05,2021-09-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71083,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15131,CALDAS,15131002,VEREDA QUIPE,DESCONECTADA,"5,55000000","-73,90917000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71926,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,76041003,EL BILLAR,DESCONECTADA,"4,83222000","-76,02583000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72398,EMTEL,891502163-1,0,PENDIENTE CLASIFICAR,00,PENDIENTE CLASIFICAR,Sin Definir,Sin Definir,DESCONECTADA,",00000000",",00000000",2020-11-05,2022-06-30,2022-10-30,2022-12-31,9836,"382,35",61,10,"119630563,20"
72074,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13062,ARROYOHONDO,13062001,MACHADO,DESCONECTADA,"10,24083333","-74,96666667",2020-08-20,2022-02-19,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71730,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,DESCONECTADA,"6,93639000","-73,41417000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71993,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76834,TULUA,76834021,SANTA LUC�A,DESCONECTADA,"4,03833000","-76,08917000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71046,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13222,CLEMENCIA,13222001,LAS CARAS,DESCONECTADA,"10,55083000","-75,23944000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,11491,"1293,36",245,9,"27692260,00"
71517,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47268,EL RETEN,47268000,EL BONGO,DESCONECTADA,"10,64833000","-74,35528000",2019-11-25,2021-08-24,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72166,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23464,MOMIL,23464007,BETULIA,DESCONECTADA,"9,29305556","-75,68055556",2020-08-19,2022-02-18,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71001,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05004,ABRIAQUI,5004002,LA ANTIGUA,DESCONECTADA,"6,72694000","-76,07833000",2019-12-13,2021-09-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71975,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76616,RIOFRIO,76616000,VEREDA LA VIGORA,DESCONECTADA,"4,08000000","-76,37000000",2019-12-17,2021-09-16,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72592,EMTEL,891502163-1,86,PUTUMAYO,86569,PUERTO CAICEDO,86569000,VDA LA ISLA,DESCONECTADA,",70477770","-76,61111000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,118,"1,70",0,10,"119630563,20"
72000,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05079,BARBOSA,5079017,VEREDA EL TABLAZO,DESCONECTADA,"6,41917000","-75,41306000",2019-12-05,2021-09-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72175,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25168,CHAGUANI,25168003,LLANADAS,DESCONECTADA,"4,98250000","-74,57000000",2020-08-06,2022-02-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72214,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47268,EL RETEN,47268000,EL BONGO,DESCONECTADA,"10,64833000","-74,35528000",2020-08-22,2022-02-21,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71493,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41770,SUAZA,41770007,LOS SALADOS,DESCONECTADA,"1,90805000","-75,80255000",2020-01-24,2021-10-23,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72139,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20400,LA JAGUA DE IBIRICO,20400001,LAS PALMITAS,DESCONECTADA,"9,49888889","-73,40694444",2020-08-06,2022-02-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71641,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68079,BARICHARA,68079000,BUTAREGUA,DESCONECTADA,"6,67611000","-73,20972000",2019-12-31,2021-09-29,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71378,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25148,CAPARRAPI,25148003,EL DINDAL - INSP SAN RAM�N ALTO,DESCONECTADA,"5,50388000","-74,52588000",2019-12-17,2021-09-16,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71181,RED DE INGENIERIA S.A.S.,804012847-1,17,CALDAS,17867,VICTORIA,17867007,LA FE,DESCONECTADA,"5,57611000","-74,81194000",2019-12-16,2021-09-15,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71491,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41770,SUAZA,41770001,GALLARDO,DESCONECTADA,"1,90361000","-75,72639000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71448,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41020,ALGECIRAS,41020000,VEREDA EL KIOSCO,DESCONECTADA,"2,52750000","-75,27444000",2019-11-26,2021-08-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72287,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,DESCONECTADA,"6,45194000","-73,10806000",2020-08-07,2022-02-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72015,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25386,LA MESA,25386002,SAN JAVIER,DESCONECTADA,"4,69806000","-74,43361000",2019-12-13,2021-09-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71806,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73461,MURILLO,73461001,EL BOSQUE,DESCONECTADA,"5,24667000","-74,99528000",2019-12-05,2021-09-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71642,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68081,BARRANCABERMEJA,68081002,EL LLANITO,DESCONECTADA,"7,16583000","-73,84722000",2019-12-05,2021-09-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71096,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15204,COMBITA,15204002,LA PLAYA,DESCONECTADA,"5,70222000","-73,35139000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72086,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13248,EL GUAMO,13248005,TASAJERA,DESCONECTADA,"10,02527778","-74,82277778",2020-08-21,2022-02-20,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71891,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73675,SAN ANTONIO,73675000,EL SILENCIO,DESCONECTADA,"4,09667000","-75,39028000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72212,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47245,EL BANCO,47245008,EL TREBOL,DESCONECTADA,"9,15000000","-73,91194444",2020-08-19,2022-02-18,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72339,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76318,GUACARI,76318011,CANANGUA,DESCONECTADA,"3,78361111","-76,35416667",2020-08-07,2022-02-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71609,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54800,TEORAMA,54800018,RAM�REZ,DESCONECTADA,"8,59028000","-73,27111000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71155,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15822,TOTA,15822000,CORALES,DESCONECTADA,"5,50222000","-73,00278000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72588,EMTEL,891502163-1,86,PUTUMAYO,86320,ORITO,86320009,SAN VICENTE DEL LUZON,DESCONECTADA,",50536110","-76,77661000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,8832,"389,76",51,10,"119630563,20"
71434,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25839,UBALA,25839003,VEREDA SAN JOSE,DESCONECTADA,"4,80972000","-73,39694000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,807,"86,97",35,9,"27692260,00"
71929,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,76041000,VEREDA EL CONSUELO,DESCONECTADA,"4,83128000","-76,04467000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72022,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68081,BARRANCABERMEJA,68081009,LOS LAURELES,DESCONECTADA,"7,01806000","-73,80583000",2019-12-05,2021-09-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72115,RED DE INGENIERIA S.A.S.,804012847-1,17,CALDAS,17524,PALESTINA,17524003,LA PLATA,DESCONECTADA,"5,03888889","-75,67916667",2020-08-12,2022-02-11,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72475,EMTEL,891502163-1,27,CHOCO,27150,CARMEN DEL DARIEN,27615000,LAS CAMELIAS,DESCONECTADA,"7,29138900","-76,76750000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,12200,"748,57",103,10,"119630563,20"
71298,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20770,SAN MARTIN,20770000,CORREGIMIENTO DE CUATRO BOCAS,DESCONECTADA,"7,90028000","-73,57111000",2019-12-13,2021-09-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72228,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50573,PUERTO LOPEZ,50573006,PUERTO GUADALUPE,DESCONECTADA,"4,31833333","-72,45722222",2020-08-08,2022-02-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71686,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68425,MACARAVITA,68425003,LA BRICHA,DESCONECTADA,"6,47028000","-72,61417000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72428,EMTEL,891502163-1,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753000,CORREGIMIENTO LOS POZOS,DESCONECTADA,"2,12267200","-74,55599000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,272,"5,43",1,10,"119630563,20"
71885,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73624,ROVIRA,73624004,RIOMANSO,DESCONECTADA,"4,26972000","-75,29583000",2019-12-05,2021-09-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71523,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47001,SANTA MARTA,47001000,VEREDA BELLAVISTA,DESCONECTADA,"11,09417000","-74,08111000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1482,"333,64",73,9,"27692260,00"
72320,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73671,SALDA�A,73671001,JABALCON,DESCONECTADA,"3,85833333","-75,01722222",2020-08-22,2022-02-21,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71074,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,13657002,LA HAYA,DESCONECTADA,"9,95806000","-75,18750000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72332,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76100,BOLIVAR,76100008,NARANJAL,DESCONECTADA,"4,35777778","-76,35416667",2020-08-14,2022-02-13,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72427,EMTEL,891502163-1,18,CAQUETA,18001,FLORENCIA,18001007,NORCACIA,DESCONECTADA,"1,74114500","-75,44366000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,1708,"35,60",9,10,"119630563,20"
71458,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41319,GUADALUPE,41319004,POTRERILLOS,DESCONECTADA,"2,04750000","-75,70611000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72404,EMTEL,891502163-1,08,ATLANTICO,08433,MALAMBO,8433001,CARACOLI,DESCONECTADA,"10,85801000","-74,83660000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,974,"30,44",3,10,"119630563,20"
71598,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54377,LABATECA,54377002,VEREDA SANTA MAR�A,DESCONECTADA,"7,25389000","-72,48472000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72295,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70215,COROZAL,70215001,CANTAGALLO,DESCONECTADA,"9,25000000","-75,31666667",2020-08-06,2022-02-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71705,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68575,PUERTO WILCHES,68575023,KIL�METRO OCHO,DESCONECTADA,"7,58611000","-73,82555000",2020-01-28,2021-10-27,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71791,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73026,ALVARADO,73026004,RINC�N CHIPALO,DESCONECTADA,"4,60833000","-74,92917000",2019-11-30,2021-08-29,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71232,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19517,PAEZ,19517000,VEREDA CHICAQUIU,DESCONECTADA,"2,79166000","-76,06166000",2020-04-08,2022-01-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71265,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20060,BOSCONIA,20060004,LOMA COLORADA,DESCONECTADA,"9,94806000","-73,81583000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71775,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70713,SAN ONOFRE,70713020,CORREGIMIENTO AGUAS NEGRAS,DESCONECTADA,"9,92306000","-75,49806000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71965,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76497,OBANDO,76497008,VILLA RODAS,DESCONECTADA,"4,62194000","-76,02806000",2019-12-12,2021-09-11,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72177,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25178,CHIPAQUE,25178013,VDA CEREZOS GRANDES,DESCONECTADA,"4,46777778","-73,99888889",2020-08-10,2022-02-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72387,EMTEL,891502163-1,91,AMAZONAS,91001,LETICIA,91001027,RONDA,DESCONECTADA,"-4,13488700","-69,98357000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,5374,"314,79",37,10,"119630563,20"
71931,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,76113002,CORREGIMIENTO CHORRERAS,DESCONECTADA,"4,17250000","-76,05750000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1044,"110,83",50,9,"27692260,00"
71797,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73026,ALVARADO,73026000,VEREDA CABECERA DEL LLANO,DESCONECTADA,"4,66806000","-74,98917000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72131,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20032,ASTREA,20032000,VDA LA PUERTA,DESCONECTADA,"9,57194444","-73,92638889",2020-08-08,2022-02-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72002,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,5665000,VEREDA SAN JUANCITO MEDIO,DESCONECTADA,"8,39694000","-76,31722000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71868,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73504,ORTEGA,73504000,CHAPINERO,DESCONECTADA,"3,48222000","-75,25944000",2019-12-16,2021-09-15,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71072,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13654,SAN JACINTO,13654007,PARA�SO,DESCONECTADA,"9,86583000","-75,24139000",2019-11-25,2021-08-24,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71215,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19397,LA VEGA,19397002,ARBELA,DESCONECTADA,"2,14305000","-76,77138000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,2000,"304,16",65,9,"27692260,00"
71273,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20310,GONZALEZ,20310003,CULEBRITA,DESCONECTADA,"8,44694000","-73,37500000",2019-12-12,2021-09-11,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71782,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70713,SAN ONOFRE,70713021,PALACIO,DESCONECTADA,"9,13556000","-75,11361000",2019-11-29,2021-08-28,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72117,RED DE INGENIERIA S.A.S.,804012847-1,17,CALDAS,17873,VILLAMARIA,17873011,NUEVA PRIMAVERA,DESCONECTADA,"4,98972222","-75,57055556",2020-08-13,2022-02-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71701,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68547,PIEDECUESTA,68547003,SEVILLA,DESCONECTADA,"7,01556000","-72,99639000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
