DIRCON,NOMBRE_OPERADOR,OPERADOR,DANE DEPARTAMENTO,DEPARTAMENTO,DANE MUNICIPIO,MUNICIPIO,DANE CENTRO POBLADO,CENTRO POBLADO,ESTADO,COORDENADAS DE REFERENCIA LATITUD,COORDENADAS DE REFERENCIA LONGITUD,INICIO DE OPERACIÓN,FECHA FIN OPERACIÓN,FECHACORTE,VIGENCIA],N° USUARIOS ACTIVOS MES,TRAFICO MENSUAL (GB),VELOCIDAD SUBIDA (Mb),VELOCIDAD BAJADA (Mb),INVERSIÓN
72573,EMTEL,891502163-1,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,86865000,VDA EL ROSAL,DESCONECTADA,",40777770","-76,94695000",2020-10-05,2022-06-30,2022-10-30,2022-12-31,2043,"140,49",15,10,"119630563,20"
71487,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41668,SAN AGUSTIN,41668007,PRADERA,DESCONECTADA,"1,90083000","-76,39167000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72397,EMTEL,891502163-1,81,ARAUCA,81001,ARAUCA,81001019,NUBES A,DESCONECTADA,"6,94361100","-71,03927000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,1968,"100,10",11,10,"119630563,20"
72075,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13062,ARROYOHONDO,13062003,PILON,DESCONECTADA,"10,31166667","-75,00472222",2020-08-20,2022-02-19,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71593,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54261,EL ZULIA,54261000,LA ANGELITA,DESCONECTADA,"8,15917000","-72,61389000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71994,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76834,TULUA,76834022,TOCHECITO,DESCONECTADA,"4,00778000","-76,10667000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71321,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23090,CANALETE,23090024,SI SE VAN,DESCONECTADA,"8,79306000","-76,15389000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71224,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19473,MORALES,19473000,VEREDA EL DANUBIO,DESCONECTADA,"2,74250000","-76,73111000",2020-04-02,2022-01-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71055,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13430,MAGANGUE,13430003,BETANIA,DESCONECTADA,"9,34306000","-74,71194000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,2556,"719,56",113,9,"27692260,00"
71254,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19780,SUAREZ,19780002,LA MESETA,DESCONECTADA,"2,86958000","-76,66325000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,4785,"547,69",113,9,"27692260,00"
72503,EMTEL,891502163-1,27,CHOCO,27150,CARMEN DEL DARIEN,27150000,CAMELIAS ES TESORO,DESCONECTADA,"7,29916700","-76,79583000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,3852,"142,51",25,10,"119630563,20"
71372,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25040,ANOLAIMA,25040003,REVENTONES,DESCONECTADA,"4,77583000","-74,51500000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72579,EMTEL,891502163-1,86,PUTUMAYO,86568,PUERTO ASIS,86568000,VDA ANCURA,DESCONECTADA,",47241660","-76,43922000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,5947,"237,74",50,10,"119630563,20"
72296,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70215,COROZAL,70215006,EL MAMON,DESCONECTADA,"9,25805556","-75,31750000",2020-08-06,2022-02-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71716,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615011,VEREDA SAN JOSE DE AREVALO,DESCONECTADA,"7,41250000","-73,18556000",2019-12-08,2021-09-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71208,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19355,INZA,19355355,VEREDA SAN ANTONIO,DESCONECTADA,"2,48889000","-76,00694000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,4806,"526,10",112,9,"27692260,00"
71564,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52612,RICAURTE,52612000,VEREDA PALMAL,DESCONECTADA,"1,22889000","-78,02694000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,3793,"574,09",107,9,"27692260,00"
72275,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68167,CHARALA,68167003,RIACHUELO,DESCONECTADA,"6,30305556","-73,08694444",2020-08-08,2022-02-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71665,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,DESCONECTADA,"6,60750000","-73,28888889",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72135,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20060,BOSCONIA,20060009,NUEVA IDEA,DESCONECTADA,"9,94888889","-73,78833333",2020-08-16,2022-02-15,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71379,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25148,CAPARRAPI,25148006,INSPECCION TATI,DESCONECTADA,"5,50000000","-74,46361000",2019-12-17,2021-09-16,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72314,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70742,SAN LUIS DE SINCE,70742014,PERENDENGUE,DESCONECTADA,"9,37472222","-75,10722222",2020-08-09,2022-02-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71402,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25394,LA PALMA,25394003,LA ENFADOSA,DESCONECTADA,"5,31139000","-74,40694000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,872,"121,83",42,9,"27692260,00"
71719,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,DESCONECTADA,"6,63806000","-72,71361000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72582,EMTEL,891502163-1,86,PUTUMAYO,86001,MOCOA,86001002,VDA SAN JOSE EL PEPINO,DESCONECTADA,"1,09861100","-76,63125000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,3885,"659,35",57,10,"119630563,20"
72392,EMTEL,891502163-1,81,ARAUCA,81300,FORTUL,81300000,VDA VILLANUEVA,DESCONECTADA,"6,87333300","-71,67555000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,1076,"65,22",10,10,"119630563,20"
71524,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47001,SANTA MARTA,47001000,VEREDA BELLAVISTA,DESCONECTADA,"11,09417000","-74,08111000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,2406,"431,36",77,9,"27692260,00"
71888,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73624,ROVIRA,73624000,VEREDA GUADUAL BAJO,DESCONECTADA,"4,21583000","-75,33583000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71557,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52001,PASTO,52001000,SANTA ISABEL,DESCONECTADA,"1,14139000","-77,21639000",2019-12-17,2021-09-16,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72017,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25769,SUBACHOQUE,25769002,LA PRADERA,DESCONECTADA,"5,00361000","-74,13083000",2019-12-18,2021-09-17,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71724,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,DESCONECTADA,"6,93639000","-73,41417000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71545,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52001,PASTO,52001019,VEREDA CERETAL,DESCONECTADA,",98944000","-77,15778000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,2241,"377,41",95,9,"27692260,00"
72337,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76130,CANDELARIA,76130003,EL CABUYAL,DESCONECTADA,"3,32527778","-76,34777778",2020-08-09,2022-02-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71496,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41770,SUAZA,41770000,VEREDA LA UNION,DESCONECTADA,"1,81167000","-75,82000000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71280,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20032,ASTREA,20032000,VDA LA PUERTA,DESCONECTADA,"9,57194444","-73,92638889",2019-12-16,2021-09-15,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71865,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73504,ORTEGA,73504026,SAMARIA,DESCONECTADA,"3,96639000","-75,12806000",2019-12-26,2021-09-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71388,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25183,CHOCONTA,25183000,TILATA ALTO,DESCONECTADA,"5,13556000","-72,45333000",2019-12-14,2021-09-13,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71969,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76563,PRADERA,76563008,EL NOGAL,DESCONECTADA,"3,41111000","-76,15944000",2019-12-14,2021-09-13,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71603,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54001,CUCUTA,54001000,NUEVO PORVENIR,DESCONECTADA,"7,36417000","-72,66917000",2019-12-08,2021-09-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71760,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70400,LA UNION,70400000,VEREDA EL PAISAJE,DESCONECTADA,"8,80694444","-75,34472222",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72526,EMTEL,891502163-1,95,GUAVIARE,95015,CALAMAR,95015000,LAS DAMAS,DESCONECTADA,"2,07066000","-72,63766000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,968,"28,63",3,10,"119630563,20"
72298,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70215,COROZAL,70215000,VDA PALMA SOLA,DESCONECTADA,"9,19861111","-75,23527778",2020-08-07,2022-02-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71596,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54377,LABATECA,54377001,LA CUCHILLA,DESCONECTADA,"8,17194000","-73,25417000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72516,EMTEL,891502163-1,94,GUAINIA,94883,SAN FELIPE,94883000,SAN FELIPE,DESCONECTADA,"1,91315500","-67,06714000",2020-10-05,2022-06-30,2022-10-30,2022-12-31,2857,"119,46",15,10,"119630563,20"
71608,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54800,TEORAMA,54800007,EL TRIGO,DESCONECTADA,"8,39528000","-73,29417000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72215,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47268,EL RETEN,47268002,LA COLOMBIA,DESCONECTADA,"10,56250000","-74,21888889",2020-08-22,2022-02-21,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72446,EMTEL,891502163-1,19,CAUCA,19533,PIAMONTE,19533003,MIRAFLOR,DESCONECTADA,"1,02616000","-76,43850000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,332,"8,17",1,10,"119630563,20"
71671,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68320,GUADALUPE,68320000,VEREDA MARARAY,DESCONECTADA,"6,22639000","-73,35583000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72586,EMTEL,891502163-1,86,PUTUMAYO,86568,PUERTO ASIS,86568000,VDA ANCURA,DESCONECTADA,",47241660","-76,43922000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,4068,"261,92",36,10,"119630563,20"
72276,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68167,CHARALA,68167000,VEREDA GRIMA ALTA,DESCONECTADA,"6,30722000","-73,16611000",2020-08-08,2022-02-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72380,EMTEL,891502163-1,91,AMAZONAS,91536,PUERTO ARICA,91536000,PUERTO ARICA,DESCONECTADA,"-2,14924000","-71,75539000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,4701,"309,89",31,10,"119630563,20"
71589,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54261,EL ZULIA,54261001,ENCERRADEROS,DESCONECTADA,"7,59806000","-72,77861000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71581,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54172,CHINACOTA,54172000,ISCALA,DESCONECTADA,"7,52666667","-72,57166667",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72304,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70400,LA UNION,70400000,VEREDA EL PAISAJE,DESCONECTADA,"8,80694444","-75,34472222",2020-08-10,2022-02-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71170,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15842,UMBITA,15842000,VEREDA CHUSCAL,DESCONECTADA,"5,18528000","-73,47389000",2019-12-05,2021-09-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71404,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25398,LA PE�A,25398001,GUAYABAL,DESCONECTADA,"5,24667000","-74,41583000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1753,"136,73",43,9,"27692260,00"
71890,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73624,ROVIRA,73624000,VEREDA GUADUAL BAJO,DESCONECTADA,"4,21583000","-75,33583000",2020-02-05,2021-11-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72317,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73268,ESPINAL,73268000,LA JOYA,DESCONECTADA,"4,20194444","-74,91500000",2020-08-19,2022-02-18,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71870,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73504,ORTEGA,73504000,CHAPINERO,DESCONECTADA,"3,48222000","-75,25944000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71394,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25320,GUADUAS,25320002,LA PAZ DE CALAMOIMA,DESCONECTADA,"5,21889000","-74,63028000",2019-12-26,2021-09-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71233,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19517,PAEZ,19517000,VEREDA CHICAQUIU,DESCONECTADA,"2,79166000","-76,06166000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,2085,"322,60",69,9,"27692260,00"
72505,EMTEL,891502163-1,27,CHOCO,27150,CARMEN DEL DARIEN,27150000,CAMELIAS ES TESORO,DESCONECTADA,"7,29916700","-76,79583000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,6565,"244,27",37,10,"119630563,20"
71450,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41078,BARAYA,41078000,VEREDA EL PATIA,DESCONECTADA,"3,18222000","-74,94083000",2020-01-15,2021-10-14,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71183,RED DE INGENIERIA S.A.S.,804012847-1,85,CASANARE,85010,AGUAZUL,85010011,VEREDA La Tur�a,DESCONECTADA,"5,02417000","-72,63111000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,2484,"656,24",108,9,"27692260,00"
72079,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13222,CLEMENCIA,13222002,EL PI�IQUE,DESCONECTADA,"10,53861111","-75,26055556",2020-08-25,2022-02-24,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71011,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05093,BETULIA,5093000,VEREDA CUCHILLON,DESCONECTADA,"6,12444000","-75,93639000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72499,EMTEL,891502163-1,27,CHOCO,27425,MEDIO ATRATO,27425005,EL LLANO DE BEBARAMA,DESCONECTADA,"6,01111100","-76,68166000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,5504,"207,32",40,10,"119630563,20"
72372,RED DE INGENIERIA S.A.S.,804012847-1,85,CASANARE,85410,TAURAMENA,85410036,VEREDA VISINACA,DESCONECTADA,"5,12277778","-72,75916667",2020-08-20,2022-02-19,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72569,EMTEL,891502163-1,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,86865008,JORDAN GUISIA,DESCONECTADA,",33565000","-77,03653000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,3411,"85,44",12,10,"119630563,20"
71029,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05306,GIRALDO,5306001,VEREDA EL BALSO,DESCONECTADA,"6,65389000","-75,88333000",2019-12-12,2021-09-11,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71348,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23570,PUEBLO NUEVO,23570025,BETULIA,DESCONECTADA,"8,54944000","-75,45111000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71276,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20400,LA JAGUA DE IBIRICO,20400003,BOQUER�N,DESCONECTADA,"9,63194000","-73,42222000",2019-11-27,2021-08-26,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72448,EMTEL,891502163-1,19,CAUCA,19022,ALMAGUER,19022003,TABLON,DESCONECTADA,"1,92333300","-76,87416000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,879,"40,51",4,10,"119630563,20"
71242,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19001,POPAYAN,19001000,VEREDA SAN IGNACIO,DESCONECTADA,"2,52069000","-76,68936000",2019-12-26,2021-09-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71670,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318000,VEREDA NUCUBUCA,DESCONECTADA,"6,96750000","-72,79778000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72347,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76736,SEVILLA,76736004,COROZAL,DESCONECTADA,"4,39916667","-75,91888889",2020-08-11,2022-02-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71122,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15516,PAIPA,15516000,VEREDA LOS MEDIOS,DESCONECTADA,"5,78500000","-73,08611000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72259,RED DE INGENIERIA S.A.S.,804012847-1,63,QUINDIO,63130,CALARCA,63130004,LA VIRGINIA,DESCONECTADA,"4,49055556","-75,64333333",2020-08-07,2022-02-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72506,EMTEL,891502163-1,27,CHOCO,27425,MEDIO ATRATO,27425008,SAN ROQUE,DESCONECTADA,"5,98583300","-76,88834000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,5706,"239,59",44,10,"119630563,20"
71732,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,DESCONECTADA,"6,93639000","-73,41417000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71652,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,DESCONECTADA,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71755,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70235,GALERAS,70235000,CASERIO ABRE EL OJO,DESCONECTADA,"7,07444000","-74,98389000",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71090,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15183,CHITA,15183000,EL MORTI�AL,DESCONECTADA,"6,21194000","-72,48278000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71884,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73624,ROVIRA,73624013,PANDO PRADO,DESCONECTADA,"4,12083000","-75,27472000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72202,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41306,GIGANTE,41306001,LA CHIQUITA,DESCONECTADA,"2,28000000","-75,50750000",2020-08-17,2022-02-16,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72310,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70742,SAN LUIS DE SINCE,70742002,BAZAN,DESCONECTADA,"9,33138889","-75,10916667",2020-08-09,2022-02-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72414,EMTEL,891502163-1,08,ATLANTICO,08685,SANTO TOMAS,8685000,LAS MERCEDES,DESCONECTADA,"10,76402000","-74,80711000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,696,"33,06",5,10,"119630563,20"
71867,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73504,ORTEGA,73504000,CHAPINERO,DESCONECTADA,"3,48222000","-75,25944000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71602,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54518,PAMPLONA,54518000,VEREDA EL ROSAL,DESCONECTADA,"8,38778000","-73,41389000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71845,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73352,ICONONZO,73352000,VEREDA EL TRIUNFO,DESCONECTADA,"4,08444000","-74,54755000",2020-01-23,2021-10-22,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71239,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19532,PATIA,19532029,QUEBRADA OSCURA,DESCONECTADA,"2,11333000","-77,07944000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1693,"306,82",62,9,"27692260,00"
71532,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50001,VILLAVICENCIO,50001026,VEREDA LA LLANERITA,DESCONECTADA,"4,09444000","-73,48500000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71341,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23419,LOS CORDOBAS,23419011,LA SALADA,DESCONECTADA,"8,86194000","-76,28667000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71930,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76100,BOLIVAR,76100001,BETANIA,DESCONECTADA,"4,43778000","-76,30833000",2019-12-15,2021-09-14,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71827,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73200,COELLO,73200002,LA BARRIALOSA,DESCONECTADA,"4,35528000","-74,86667000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72501,EMTEL,891502163-1,27,CHOCO,27150,CARMEN DEL DARIEN,27615000,LAS CAMELIAS,DESCONECTADA,"7,29138900","-76,76750000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,9535,"301,68",65,10,"119630563,20"
72081,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13212,CORDOBA,13212001,GUAIMARAL,DESCONECTADA,"9,49722222","-74,97444444",2020-08-24,2022-02-23,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71848,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73352,ICONONZO,73352000,VEREDA EL TRIUNFO,DESCONECTADA,"4,08444000","-74,54755000",2020-01-23,2021-10-22,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72207,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47030,ALGARROBO,47030004,LA LOMA DEL BALSAMO,DESCONECTADA,"10,29888889","-74,03916667",2020-08-20,2022-02-19,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72357,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76890,YOTOCO,76890011,CAMPO ALEGRE,DESCONECTADA,"3,99638889","-76,36361111",2020-08-07,2022-02-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71551,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52001,PASTO,52001056,VEREDA LAS IGLESIAS,DESCONECTADA,"1,05859000","-77,28183000",2019-12-17,2021-09-16,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72350,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76736,SEVILLA,76736000,LA MARIA,DESCONECTADA,"4,26527778","-75,95250000",2020-08-11,2022-02-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71569,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52838,TUQUERRES,52838003,CORREGIMIENTO DE OLAYA,DESCONECTADA,"1,16527000","-77,60083000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,3578,"444,70",89,9,"27692260,00"
71466,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41396,LA PLATA,41396000,EL CARMELO,DESCONECTADA,"2,39397000","-75,82733000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71002,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05031,AMALFI,5031005,ARENAS BLANCAS,DESCONECTADA,"6,95389000","-74,90028000",2019-12-08,2021-09-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
